,textdata,seq_len,id,case_name,first_party,second_party,winner_label,timeline,decision_type
2845,T Federl Por Act (FPA) grnts t Federl Energy Regulty Commss (FERC) t uthty  regulte t lesle nterstte trnsmss nd sle  electrc por In 2011 FERC promulgted  rule tht estblsd unm compenst levels  splers  demnd-sde resces tht et certn cdts ncludng cost-effectveness s sured   net nefts test T rule’s stted purpose ws  ncentvze retl custs  reduce electrcty csumpt wn t ws ecomclly effcent    Vrous stte regulty gences trde scts publcly ed utltes trnsmss ers nd otr ndustry gros requested  rerng  t rule nd rgued tht t cflcted wth FERC’s efts  promote  compettve mrket s ll s FERC’s sttuty mndte  vod unjust nd dscrmnty rtes FERC cfrd t rule nd t ndustry gros petted  revew n federl ct T US Ct  Appels  t Dstrct  Columb Crcut ld tht FERC  not hve t sttuty uthty  drectly regulte t retl mrket nd tht t rule ws rbtrry nd cprcous cuse FERC  not dequtely csder nd respd  t rgunts mde n oppost  t rule,1249,62308,"Federal Energy Regulatory Commission v. Electric Power Supply Association, et al.",Federal Energy Regulatory Commission,"Electric Power Supply Association, et al.",1,2015,majority opinion
2846,"In 1986 Tmothy Tyre Foster n 18-yer-old blck mn ws chrged wth murderng Queen Whte n elderly whte womn At t trl t prosecut used perempty strkes gnst ll f  t qulfed blck jurs Pursunt  t Sre Ct’s decs n Bts v Kentucky whch prohbts t use  perempty strkes  t bss  rce t defense objected   strkes nd t burden shfted  t prosecut  prove tht tre re rce-neutrl explnt  t strkes T prosecut provded ress nd t trl ct ld tht t ress re suffcent An ll-whte jury cvcted Foster  murder nd mposed t deth penlty
Foster fled  mot  post-judgnt dscy regrdng t prosecut’s notes  jury select nd  mot   new trl   whch t trl ct dened T Geg Sre Ct ffrd t trl ct’s decss nd t US Sre Ct dened certr Foster  petted   wrt  hs cpus n Butts County Ser Ct nd submtted  new Bts chllenge bsed  t prosecut's notes obtned  t Geg Open Recds Act T ct dened Foster's pett T Geg Sre Ct ffrd t denl  t wrt T US Sre Ct grnted certr",1322,62310,Foster v. Chatman,Timothy Tyrone Foster,"Bruce Chatman, Warden",1,2015,majority opinion
2847,"Cln lw llows uns  co t exclusve brgnng representtve  t publc school employees  tht dstrct nd tree hve  gret del  nfluence   wde rnge  cdts  employnt Once  un s t exclusve brgnng representtve  t school dstrct t  estblsh n “gency shop” rrngent whch ns tht  school dstrct  requre  publc school employee  etr j t un  py t equvlent  dues  t un n t m   “fr shre servce fee” Becuse t Frst Andnt prohbts uns  compellng nmrs  spt ctvtes tht re not exclusvely devoted  negotts ctrct dmnstrt nd otr dutes s n exclusve brgnng representtve uns must send notces  ll nmrs lyng  t brekwn  t chrgeble nd nchrgeble pts  t fee To vod pyng  t nchrgeble pt  t fee  nmr must ffrmtvely opt  ech yer
Petters re  gro  publc school employees  sued t Cln Tecrs Asct nd otr smlr gnzts s ll s school dstrcts nd rgued tht t gency shop rrngent nd t opt- requrent volted t Frst Andnt T dstrct ct ld tht precedent holdng  prctces precluded ts judgnt  t ssue T US Ct  Appels  t Nnth Crcut ffrd",1425,62314,Friedrichs v. California Teachers Association,"Rebecca Friedrichs, et al.","California Teachers Association, et al.",0,2015,equally divided
2848,In 2012 t Arz Independent Redstrctng Commss redrew t mp  t stte legsltve dstrcts bsed  t results  t 2010 census Wesley Hrrs nd otr ndvdul voters sued t Commss nd lleged tht t newly redrwn dstrcts re -populted n Democrtc-lenng dstrcts nd -populted n Republcn-lenng es nd tree tht t Commss hd volted t Equl Protect Cluse  t Fteenth Andnt T Commss rgued tht t popult devts re t result  ttempts  comply wth t Votng Rghts Act T dstrct ct found n fv  t Commss nd ld tht t redrwn dstrcts represented  good fth eft  comply wth t Votng Rghts Act,745,62315,Harris v. Arizona Independent Redistricting Commission,"Wesley Harris, et al.","Arizona Independent Redistricting Commission, et al.",0,2015,majority opinion
2849,"Vrous polces regults nd sttutes  t federl gnnt re ntended  promote smll busnesses especlly  run  veterns Although gences generlly hve wde dscret  decde wht thod  ctrctng  use  2003 ndnt  t Smll Busness Act estblsd  gol  wrdng three percent  gnnt ctrcts  servce-dsbled vetern-ed smll busnesses nd t Veterns Act  2006 expnded t rech  t relevnt provss
Kngmwre Technologes s  smll busness ed nd ctrolled   servce-dsbled vetern nd hs en certfed s   t Deprtnt  Vetern Affrs (VA) In 2012 Kngmwre fled  bd   project  t VA wrded t ctrct   compny tht ws not  vetern-ed busness Kngmwre fled  bd protest wth t Gnnt Accountblty Offce (GAO) nd rgued tht t ctrct wrd ws llegl T GAO ssued  recomndt tht t VA cncel t ctrct nd re-lct bds T VA refused  ccept t recomndt nd Kngmwre sued n US Ct  Federl Clms whch ld tht tre ws suffcent mbguty n t relevnt sttute nd tht t VA’s nterprett ws resble  tree t ctrct wrd  stnd T US Ct  Appels  t Federl Crcut ffrd",1334,62316,"Kingdomware Technologies, Inc. v. United States","Kingdomware Technologies, Inc.",United States,1,2015,majority opinion
2850,Lrty Mutul Insurnce Compny (Lrty Mutul) opertes  self-nsured employee lth pln   thrd-prty dmnstrt Vermt stte lw requres tht ll lth plns ncludng self-nsured plns fle repts ctnng clms dt nd otr nmt wth t stte T sttute specfes wht type  nmt s requred nd  t s trnsmtted Wn Vermt subpoened clms dt  t thrd-prty dmnstrt Lrty Mutul sued t stte nd rgued tht t reptng requrents  t Employnt Retrent Inco Securty Act  1974 (ERISA) preempted t Vermt sttute T dstrct ct found n fv  t stte nd ld tht ERISA  not preempt t Vermt sttute T US Ct  Appels  t Secd Crcut reversed nd ld tht ERISA preempted t stte sttute cuse t stte sttute’s requrents re cnected  t ERISA requrents nd tree re preempted,942,62313,Gobeille v. Liberty Mutual Insurance Co.,"Alfred Gobeille, Chair of the Vermont Green Mountain Care Board",Liberty Mutual Insurance Company,0,2015,majority opinion
2851,In June 2010 c federl gents cducted n opert n whch Avdle Lockhrt dered  numr  vdeos ctnng chld pnogrphy Wn t gents ostensbly delvered t dered vdeos ty executed  serch wrrnt nd dsced  15000 mges nd t lest nne vdeos depctng chld pnogrphy  Lockhrt’s computer Lockhrt ws subsequently chrged wth possess  chld pnogrphy nd  pled gulty Lockhrt hd prevously en cvcted n stte ct  frst-degree sexul buse due  n ncdent nvolvng  dult grlfrend Bsed  t prevous cvct t pre-sentencng rept  Lockhrt’s chld pnogrphy sentencng recomnded tht Lockhrt  subject   mndty mnmum sentence Lockhrt rgued tht t mndty mnmum  not pply   cuse t prevous sexul fense  not nvolve  m T dstrct ct rejected Lockhrt’s rgunt nd ld tht t mndty mnmum sentence ppled T US Ct  Appels  t Secd Crcut ffrd t lor ct’s decs,1067,62317,Lockhart v. United States,Avondale Lockhart,United States,0,2015,majority opinion
2852,"Beten 1995 nd 2004 t Menomnee Indn Tr  Wscsn (Menomnee Tr) provded lthcre servces  mrs  t tr pursunt   self-determnt ctrct wth t Secretry  Helth nd Humn Servces (HHS) T self-determnt ctrct sttes tht t federl gnnt wll py t prtcptng tr t mount tht t gnnt  hve pd t Deprtnt  t Inter nd HHS f  gences re dmnsterng t progrm T tr nd t gnnt negotte  costs n nnul fundng greents
In 2005 t Menomnee Tr fled dmnstrtve clms wth t HHS’s Indn Helth Servce  rec ctrct spt costs  t yers 1995  2004 T clms re dened  t yers 1996  1998 s untly cuse t sx-yer sttute  lmtts hd run T Menomnee Tr chllenged tht decs n federl dstrct ct nd rgued tht t sttute  lmtts  not hve en runnng T dstrct ct rejected t Menomnee Tr’s rgunt T US Ct  Appels  t Dstrct  Columb Crcut remnded t cse   csdert nd t dstrct ct gn ld tht t sttute  lmtts hd run T ppellte ct ffrd nd ld tht tre re no extrdnry crcumstnces tht  hve prevented t sttute  lmtts  runnng",1383,62318,Menominee Indian Tribe of Wisconsin v. United States,Menominee Indian Tribe of Wisconsin,"United States, et al.",0,2015,majority opinion
2853,In 1999 Jge Lun Tres  ctzen  t Domncn Republc nd  lwful permnent resdent  t Unted Sttes ws cvcted  voltng  New Yk stte rs sttute In 2007 t Immgrt nd Nturlzt Servce (INS) ssued  notce chrgng Lun Tres wth ndmssblty cuse  ws n “len cvcted   cr nvolvng ml turptude” Lun Tres ppled   cncellt  t removl der nd t mmgrt judge ld tht Lun Tres ws  removble s chrged nd nelgble   cncellt  t removl der cuse  ws  permnent resdent cvcted  n ggrvted fely; t Bd  Immgrt Appels (BIA) hd prevously ld tht  cvct  t New Yk stte rs sttute csttuted n ggrvted fely Lun Tres ppeled  t BIA nd rgued tht t prevous rulng   reexmned T BIA dsmssed Lun Tres’ ppel nd Lun Tres petted  revew  t US Ct  Appels  t Secd Crcut Pr  t l rgunt e t ppellte ct t US Ct  Appels  t Thrd Crcut vcted t BIA’s rulng nd ccluded tht volt  t New Yk stte rs sttute  not csttute n ggrvted fely cuse t stte sttute lcked t federl sttute’s nterstte comrce elent Tht decs cflcted wth t nterpretts  otr crcut cts  ppels nd t ppellte ct n t cse ld t denl  Tres’ pett  cncellt  t removl der,1525,62321,Luna Torres v. Lynch,Jorge Luna Torres,"Loretta E. Lynch, Attorney General",0,2015,majority opinion
2854,T plntffs re shreholders n Escl Gro Inc (Escl) nd t defendnts re  gro  fnncl nsttuts tht engge n equty trdng T plntffs sued t defendnts n stte ct nd lleged tht t defendnts prtcpted n t sht sellng  Escl sck whch ncresed t pool  trdeble shres  electrclly mnufcturng counterfet shres tre cusng t plntffs’ shres  declne n vlue nd dlute tr votng rghts T plntffs’ clms re bsed  stte lw  t Anded Complnt repetedly nted  2004 regult tht ws pted  t Securtes nd Exchnge Commss (SEC) pursunt  t uthty grnted  t  t Securtes Exchnge Act  1934 nd no prtes dspute t fct tht t clms ncluded volts  federl lw T defendnts s  remove t cse  stte ct  federl ct bsed  t quest  wtr t federl ct hs jursdct  t stte lw ssues T plntffs s  brng t cse bck  stte ct nd t mgstrte judge recomnded tht t dstrct ct grnt t plntffs’ mot T dstrct ct dsgreed nd t ssue nt  t US Ct  Appels  t Thrd Crcut T ppellte ct ld tht t cse  properly  rd n stte ct,1325,62319,"Merrill Lynch, Pierce, Fenner & Smith, Inc. v. Manning","Merrill Lynch, Pierce, Fenner & Smith, Inc., et al.","Greg Manning, et al.",0,2015,majority opinion
2855,"Mcl Musccho ws t presdent  Exel Trnsptt Servces (ETS)  trnsptt brokerge compny tht rrnges freght shpnts  busness clents untl  resgnt n 2004 In 2005 Musccho founded Totl Trnsptt Servces (TTS)  competng compny nd severl ETS gents moved  t new compny wth  Around t s t t new presdent  ETS c suspcous wn potentl new gents re unexpectedly fmlr wth t terms  ETS ctrcts He dsced tht Musccho nd otr TTS gents hd en ccessng ETS servers  ETS sued TTS nd t prtes settled  $10 mll
In 2010 t gnnt ndcted Musccho nd otr TTS gents  counts  csprcy nd volts  t Computer Frud nd Abuse Act At trl t dstrct ct ncrectly nstructed t jury tht t gnnt hd  prove  strngent elents thn t sttute ctully requres nd t gnnt  not object After  ws cvcted Musccho ppeled nd rgued tht  not objectng t gnnt cceded  t hgr burden nd fled  et t Musccho l rgued tht e  t counts ws brred   sttute  lmtts   hd not rsed t defense t trl T US Ct  Appels  t Ffth Crcut ld tht t dstrct ct’s nstructl err  not co t lw  t cse wn t gnnt fled  object nd tht Musccho wved t sttute  lmtts defense  flng  rse t t trl",1511,62320,Musacchio v. United States,Michael Musacchio,United States,0,2015,majority opinion
2856,"Peg Bohkeo nd t rest  t plntff clss re current nd r employees  Tys Foods Inc (Tys) t t compny’s t-processng fclty n Stm Lke Iow T employees wked   “gng-t” system whch ns ty re pd ly  t ty re t tr wkng stts nd t product lne ws movng T employees sued Tys nd rgued tht t compny volted t Fr Lb Stndrds Act  1938 nd t Iow Wge Pynt Collect Lw  not pyng pproprte compenst  t t spent puttng  nd tkng f protectve clothng t t gnnng nd end  t wk dy nd lunch brek T dstrct ct certfed t clss nd t jury returned  verdct n fv  t plntffs nd wrded dmges  severl mll llrs
Tys ppeled nd rgued tht t dstrct ct erred n certfyng t plntff clss cuse fctul dfferences mg t plntffs mde clss certfct mproper Tys l rgued tht t clss   decertfed cuse evdence presented t trl sed tht  mrs  t clss re not njured  t compny’s cts nd tree hd no rght  dmges T US Ct  Appels  t Eghth Crcut ffrd t dstrct ct’s certfct  t plntff clss",1299,62322,"Tyson Foods, Inc. v. Bouaphakeo","Tyson Foods, Inc.","Peg Bouaphakeo, individually and on behalf of all others similarly situated, et al.",0,2015,majority opinion
2857,"OBB Persenverkehr AG (OBB) s ed  OBB Holdng Gro  jt-sck compny creted  t Republc  Austr  operte rl servce wthn Austr OBB s  mr  t Eurl Gro n sct gnzed  Luxembg lw  provde rl pss  n-Europen resdents
In Mrch 2007 Crol Schs purchsed  f-dy Eurl Pss  t Rl Pss Experts (RPE) bste  trvel n Austr nd t Czech Republc RPE s locted n Msschusetts nd t pss Schs purchsed lsted  seres  dsclrs ncludng tht t “ssung fce s rely n nterdry  t crrers n Europe nd ssus no lblty resultng  t trnspt” In Aprl 2007 Schs used r Eurl Pss n Innsbruck Austr Whle bdng t trn Schs fell ten t trcks nd r legs re crusd  t movng trn; ty hd   mputted bove t knee Schs sued OBB n dstrct ct n Cln OBB moved  dsmss nd rgued tht t ws enttled  mmunty  t Fegn Segn Immuntes Act  1976 (FSIA)  lterntvely tht tre ws  lck  persl jursdct T dstrct ct dsmssed t cse  lck  subject-mtter jursdct  egn-segn-mmunty grounds T US Ct  Appels  t Nnth Crcut gnlly ffrd   rerng en bnc lter reversed nd ld tht t comrcl-ctvty except  FSIA ppled n t cse cuse OBB ws  comm crrer ed   egn stte tht cted   stc gent  sell tckets  US ctzens nd resdents Tree t dstrct ct  hve subject-mtter jursdct",1650,62323,OBB Personenverkehr AG v. Sachs,OBB Personenverkehr AG,Carol P. Sachs,1,2015,majority opinion
2858,Smuel Oc ws  polce fcer  t Blt Polce Deprtnt  ws ndcted n cnect wth  kckbck sc nvolvng pynts  polce fcers n exchnge  referrls  Mjestc Au Repr Shop (Mjestc) T ndctnt chrged Oc wth csprng  volte t Hobbs Act  greeng  unlwfully obtn mey  property  col  rght  Mjestc T jury cvcted Oc nd  ppeled  rgung tht  cnnot  gulty  csprng  commt extt wth t ers  Mjestc cuse ty re l t vctms  t csprcy nd t vctm   Hobs Act csprcy must   pers sde  t lleged csprcy T US Ct  Appels  t Fth Crcut ffrd Oc’s cvct,762,62325,Ocasio v. United States,Samuel Ocasio,United States,0,2015,majority opinion
2859,"Vlere Hwkns nd Jnce Ptters’s husbnds re t two mrs  PHC Developnt LLC (PHC) Beten 2005 nd 2008 Communty Bnk  Ry (Communty) mde f ls tlng  thn $2000000  PHC  t developnt   resdentl subdvs T Hwkns nd Ptterss ech executed persl gurntes  secure t ls In Aprl 2012 PHC fled  mke t pynts due  t l greents nd Communty declred t ls   n defult ccelerted t ls nd demnded pynt
Hwkns nd Ptters sued Communty seekng dmges nd n der declrng tr gurntes vod nd unenceble Ty rgued tht ty hd ly en requred  execute tr gurntes cuse ty re mrred  tr respectve husbnds whch csttuted dscrmnt bsed  tr mrtl sttus n volt  t Equl Credt Opptunty Act (ECOA) Communty moved  summry judgnt nd t dstrct ct grnted t mot  holdng tht t wves n jng tr husbnds’ ls  not pply   lender nd tree  not qulfy s pplcnts tht gn t protects  t ECOA T US Ct  Appels  t Eghth Crcut ffrd",1208,62324,Hawkins v. Community Bank of Raymore,Valerie J. Hawkins and Janice A. Patterson,Community Bank of Raymore,0,2015,equally divided
2860,"Thoms Jeffers defeted John Adms n t 1800 presdentl elect Bee Jeffers ok fce  Mrch 4 1801 Adms nd Cgress pssed t Judcry Act  1801 whch creted new cts dded judges nd gve t presdent  ctrol  pptnt  judges T Act ws essentlly n ttempt  Adms nd  prty  frustrte  success s  used t ct  ppt 16 new crcut judges nd 42 new justces  t pece T pptees re pproved  t Sente  ty  not  vld untl tr commsss re delvered  t Secretry  Stte 
Wllm Mrbury hd en ppted Justce  t Pece n t Dstrct  Columb   commss ws not delvered Mrbury petted t Sre Ct  compel t new Secretry  Stte Js Mds  delver t cunts Mrbury jed  three otr smlrly stuted pptees petted   wrt  mndmus compellng t del  t commsss",981,62331,Marbury v. Madison,William Marbury,"James Madison, Secretary of State",1,1789-1850,majority opinion
2861,"Durng t Arcn Revolut Vrgn creted lws llg t stte  seze property  Loylsts In 1781 Denny Mrtn  Brtsh subject nrted lnd   uncle  Loylst T follg yer t Vrgn legslture voded t lnd grnt nd trnsferred t lnd bck  Vrgn Vrgn grnted  pt  t lnd  Dvd Hunter A federl trety dctted tht Ld Frfx ws enttled  t property 
T Vrgn Sre Ct ld Vrgn's lw permttng t cfsct  property even though t cflcted wth t federl trety T US Sre Ct reversed nd remnded holdng tht t trety serseded stte lw  t Sremcy Cluse  Artcle VI On remnd t Vrgn Ct  Appels declned  follow t rulng nd rgued tht t lw grntng t Sre Ct ppellte revew  stte ct decss sect 25  t Judcry Act (t Act) ws uncsttutl",952,62335,Martin v. Hunter's Lessee,Denny Martin,Hunter's Lessee,1,1789-1850,majority opinion
2862,In 1795 t Geg stte legslture pssed  lnd grnt wrdng terrty  f compnes T follg yer t legslture voded t lw nd declred ll rghts nd clms  t   nvld In 1800 John Peck cqured lnd tht ws prt  t gnl legsltve grnt He tn ld t lnd  Rt Fletcr three yers lter clmng tht t lnd sles hd en legtmte Fletcr rgued tht snce t gnl sle  t lnd hd en declred nvld Peck hd no legl rght  sell t lnd nd thus commtted  brech  ctrct,572,62333,Fletcher v. Peck,Robert Fletcher,John Peck,0,1789-1850,majority opinion
2863,In 1816 t New Hmpshre legslture ttempted  chnge Drtmh College--  prvtely funded nsttut--n  stte unversty T legslture chnged t school's cpte chrter  trnsferrng t ctrol  trustee pptnts  t g In n ttempt  regn uthty  t resces  Drtmh College t old trustees fled sut gnst Wllm H Woodwrd  sded wth t new pptees,434,62337,Trustees of Dartmouth College v. Woodward,Trustees of Dartmouth College,William H. Woodward,1,1789-1850,majority opinion
2864,In 1816 Cgress chrtered T Secd Bnk  t Unted Sttes In 1818 t stte  Mrylnd pssed legslt  mpose txes  t bnk Js W McCulloch t cr  t Blt brnch  t bnk refused  py t tx T stte ppels ct ld tht t Secd Bnk ws uncsttutl cuse t Csttut  not provde  textul commtnt  t federl gnnt  chrter  bnk,425,62336,McCulloch v. Maryland,McCulloch,Maryland,1,1789-1850,majority opinion
2865,An ct  Cgress uthzed t opert   lottery n t Dstrct  Columb T C brotrs proceeded  sell DC lottery tckets n t stte  Vrgn voltng stte lw Stte uthtes tred nd cvcted t Cs nd tn declred tmselves   t fnl rbters  dsputes ten t sttes nd t ntl gnnt,362,62339,Cohens v. Virginia,Philip and Mendes Cohen,Virginia,0,1789-1850,dismissal - other
2866,A New Yk stte lw gve Rt R Lvngst nd Rt Fult  20-yer mopoly  nvgt  wters wthn stte jursdct Ar Ogden nd otr competts tred  estll t mopoly  Lvngst nd Fult lrgely succeeded n sellng frnce  buyng competts’ bots Thoms Gbbs --  stembot er   busness ten New Yk nd New Jersey   federl costl lcense – d  prtnershp wth Ogden whch fell prt fter three yers wn Gbbs operted notr stembot   New Yk re lgng  Ogden Ogden fled sut gnst Gbbs n New Yk stte ct nd receved  permnent njunct T New Yk stte ct rejected Gbbs’ rgunt ssertng tht US Cgress ctrolled nterstte comrce,782,62341,Gibbons v. Ogden,Thomas Gibbons,Aaron Ogden,1,1789-1850,majority opinion
2867,Blt whrf er John Brr lleged tht cstruct  t cty hd dverted wter flow n t hrb re He rgued tht snd ccumults n t hrb deprved Brr  deep wters whch reduced  prts He sued t cty  rec  pt   fnncl losses T trl ct wrded  $4500 n dmges whch t stte ppellte ct struck wn,386,62346,Barron ex rel. Tiernan v. Mayor of Baltimore,John Barron ex rel. Tiernan,Mayor of Baltimore,0,1789-1850,dismissal - other
2868,"In Septemr 1831 Smuel A Wcester nd otrs ll n-Ntve Arcns re ndcted n t sre ct  t county  Gwnnett n t stte  Geg  ""resdng wthn t lmts  t Crokee nt wth  lcense"" nd ""wth hvng tken t oth  spt nd defend t csttut nd lws  t stte  Geg"" Ty re ndcted  n 1830 ct  t Geg legslture enttled ""n ct  prevent t exercse  ssud nd rbtrry por  ll perss  pretext  uthty  t Crokee Indns"" Amg otr thngs Wcester rgued tht t stte  not mntn t prosecut cuse t sttute volted t Csttut tretes ten t Unted Sttes nd t Crokee nt nd n ct  Cgress enttled ""n ct  regulte trde nd ntercse wth t Indn trs"" Wcester ws cvcted nd sentenced  ""hrd lb n t pententry  f yers"" T US Sre Ct receved t cse   wrt  err",1005,62345,Worcester v. Georgia,Samuel A. Worcester,Georgia,1,1789-1850,majority opinion
2869,In 1785 t Msschusetts legslture ncpted t Chrles Rver Brdge Compny  cstruct  brdge nd collect lls In 1828 t legslture estblsd t Wrren Brdge Compny  buld  free brdge ner Unsurprsngly t new brdge deprved t old e  trffc nd lls T Chrles Rver Brdge Compny fled sut clmng t legslture hd defulted  ts ntl ctrct,410,62349,Proprietors of Charles River Bridge v. Proprietors of Warren Bridge,Proprietors of Charles River Bridge,Proprietors of Warren Bridge,0,1789-1850,majority opinion
2870,Dred Scott ws  slve n Mss From 1833  1843  resded n Illnos ( free stte) nd n t Lousn Terrty wre sl ws bdden  t Mss Compromse  1820 After returnng  Mss Scott fled sut n Mss ct   freem clmng tht  resdence n free terrty mde   free mn After losng Scott br  new sut n federl ct Scott's mster mntned tht no “negro”  descendnt  slves    ctzen n t sense  Artcle III  t Csttut,535,62357,Dred Scott v. Sandford,Dred Scott,John F. A. Sanford,0,1850-1900,majority opinion
2871,Lmbden P Mllgn ws sentenced  deth   mltry commss n Indn  t Cvl Wr  enggng n cts  dsloylty Mllgn s relese  hs cpus   federl ct,211,62362,Ex parte Milligan,Lambdin P. Milligan et al.,United States,1,1850-1900,majority opinion
2872,Lousn pssed  lw tht restrcted slughterhouse operts n New Orlens   sngle cpt Pursunt  t lw t Crescent Cty Lve-sck Lndng nd Slughter-House Compny receved  chrter  run  slughterhouse wnstrem  t cty No otr res round t cty re permtted  slughterng nmls  t next 25 yers nd exstng slughterhouses   closed A gro  crs rgued tht ty  lose tr rght  prctce tr trde nd ern  lvelhood  t mopoly Specfclly ty rgued t mopoly creted nvoluntry servtude n volt  t Thrteenth Andnt nd brdged prvleges  mmuntes dened equl protect  t lws nd deprved tm  lrty nd property wth due process  lw n volt  t Fteenth Andnt,833,62370,Slaughter-House Cases,-,-,0,1850-1900,majority opinion
2873,Illnos regulted grn wrehouse nd elevt rtes  estblshng mxmum rtes  tr use,106,62372,Munn v. Illinois,Munn and Scott,Illinois,0,1850-1900,majority opinion
2874,Gege Reynolds  mr  t Church  Jesus Chrst  Ltter-dy Snts ws chrged wth bg  t federl Mrll Ant-Bg Act fter mrryng  womn whle stll mrred   prevous wfe Reynolds rgued tht t lw ws uncsttutl He resed tht  relg requred   mrry multple w nd t lw tree volted  Frst Andnt rght  free exercse  relg,422,62373,Reynolds v. United States,George Reynolds,United States,0,1850-1900,majority opinion
2875,T Cvl Rghts Act  1875 ffrd t equlty  ll perss n t enjoynt  trnsptt fcltes n hotels nd nns nd n tters nd plces  publc musent Though prvtely ed tse busnesses re lke publc utltes exercsng publc functs  t neft  t publc nd thus subject  publc regult In fve seprte cses  blck pers ws dened t s ccommodts s  whte pers n volt  t 1875 Act,478,62377,The Civil Rights Cases,The Civil Rights Cases,Various appellants,1,1850-1900,majority opinion
2876,"T Cgress pssed t Srmn Ant-Trust Act n 1890 s  respse  t publc ccern n t growth  gnt cpts ctrollng trnsptt ndustry nd comrce T Act d  sp t ccentrt  lth nd ecomc por n t hnds  t  It ld ""e ctrct combnt csprcy n restrnt  trde""  nterstte comrce nd t declred e ttempt  mopolze ny prt  trde  comrce   llegl T EC Knght Compny ws   combnt ctrollng  98 percent  t sugr-refnng busness n t Unted Sttes",602,62391,United States v. E. C. Knight Company,United States,E. C. Knight Company,0,1850-1900,majority opinion
2877,"Lousn encted t Seprte Cr Act whch requred seprte rlwy crs  blcks nd whtes In 1892 H Plessy –  ws seven-eghths Cucsn – greed  prtcpte n  test  chllenge t Act He ws lcted  t Comte des Cyens (Commttee  Ctzens)  gro  New Orlens resdents  s  repel t Act Ty sked Plessy  ws technclly blck  Lousn lw  st n  ""whtes ly"" cr   Lousn trn 
T rlrod cooperted cuse t th t Act mposed unnecessry costs v t purchse  ddtl rlrod crs Wn Plessy ws ld  vcte t whtes-ly cr  refused nd ws rrested 
At trl Plessy’s lwyers rgued tht t Seprte Cr Act volted t Thrteenth nd Fteenth Andnts T judge found tht Lousn  ence t lw nsr s t ffected rlrods wthn ts boundres Plessy ws cvcted",932,62394,Plessy v. Ferguson,Homer Adolph Plessy,John Ferguson,0,1850-1900,majority opinion
2878,T stte  New Yk encted  sttute kn s t Bkeshop Act whch bd bkers  wk  thn 60 hs  ek  10 hs  dy Lochner ws ccused  permttng n employee  wk  thn 60 hs n e ek T frst chrge resulted n  fne  $25 nd  secd chrge   yers lter resulted n  fne  $50 Whle Lochner  not chllenge  frst cvct  ppeled t secd  ws dened n stte ct Bee t Sre Ct  rgued tht t Fteenth Andnt  hve en nterpreted  ctn t freem  ctrct mg t rghts encompssed  substntve due process,639,62404,Lochner v. New York,Joseph Lochner,New York,1,1900-1940,majority opinion
2879,Oreg encted  lw tht lmted w  ten hs  wk n fctes nd lundres T er   lundry busness Curt Muller ws fned $10 wn  volted t lw Muller ppeled t cvct T stte sre ct ld t lw’s csttutlty,275,62406,Muller v. Oregon,Curt Muller,Oregon,0,1900-1940,majority opinion
2880,Polce entered t ho  Fremt Weeks nd sezed ppers whch re used  cvct   trnsptng lottery tckets  t ml T ws ne wth  serch wrrnt Weeks ok ct gnst t polce nd petted  t return   prvte possesss,282,62414,Weeks v. United States,Fremont Weeks,United States,1,1900-1940,
2881,T Ketng-On Chld Lb Act prohbted t nterstte shpnt  goods produced  chld lb Reun Dgenhrt's ftr -- Rolnd -- hd sued  hlf   freem  llow  fteen yer old s  wk n  textle mll,244,62420,Hammer v. Dagenhart,"W. C. Hammer, United States Attorney",Roland H. Dagenhart et al. ,0,1900-1940,majority opinion
2882,"In 1918 t Unted Sttes prtcpted n  mltry opert  Russn l gnst Germny fter t Russn Revolut threw t tsrst reg Russn mmgrnts n t US crculted lterture cllng   generl strke n mmunt plnts  mne t US wr eft T defendnts re cvcted  two leflets thr   New Yk Cty wnw One denounced t sendng  Arcn troops  Russ nd t secd denounced t wr nd dvocted  t cesst  t product  ps   used gnst ""Wkers Sovets  Russ"" Ty re sentenced  20 yers n prs",619,62424,Abrams v. United States,Jacob Abrams et al.,United States,0,1900-1940,majority opinion
2883,Durng Wld Wr I clsts Chrles Scnck nd Elzth Ber dstred leflets declrng tht t drft volted t Thrteenth Andnt prohbt gnst nvoluntry servtude T leflets urged t publc  dy t drft  dvsed ly peceful ct Scnck ws chrged wth csprcy  volte t Espge Act  1917  ttemptng  cuse nsubdnt n t mltry nd  obstruct recrutnt Scnck nd Ber re cvcted  voltng t lw nd ppeled  t grounds tht t sttute volted t Frst Andnt,569,62423,Schenck v. United States,Charles Schenck,United States,0,1900-1940,majority opinion
2884,T Compulsy Educt Act  1922 requred prents  gurdns  send chldren ten t ges  eght nd sxteen  publc school n t dstrct wre t chldren resded T Socety  Ssters ws n Oreg cpt whch fcltted cre  phns educted yhs nd estblsd nd mntned cdes  schools T cse ws decded getr wth Perce v Hll Mltry Acde,414,62435,Pierce v. Society of Sisters,"Walter M. Pierce, Governor",Society of Sisters of the Holy Names of Jesus and Mary,0,1900-1940,majority opinion
